id,title,authors,categories,abstract,update_date,versions
0704.0588,A new approach to mutual information,F. Hiai and D. Petz,math.PR math.ST stat.TH,"  A new expression as a certain asymptotic limit via ""discrete micro-states"" of
permutations is provided to the mutual information of both continuous and
discrete random variables.
...",2007-05-23,1
0704.0589,"Analysis of the real estate market in Las Vegas: Bubble, seasonal
  patterns, and prediction of the CSW indexes","Wei-Xing Zhou (ECUST), Didier Sornette (ETH Zurich)",q-fin.GN physics.soc-ph q-fin.ST,"  We analyze 27 house price indexes of Las Vegas from Jun. 1983 to Mar. 2005,
corresponding to 27 different zip codes. These analyses confirm the existence
of a real-estate bubble, defined as a price ...",2008-12-10,1
0704.0590,"A Low Complexity Algorithm and Architecture for Systematic Encoding of
  Hermitian Codes","Rachit Agarwal, Ralf Koetter and Emanuel Popovici",cs.IT math.IT,"  We present an algorithm for systematic encoding of Hermitian codes. For a
Hermitian code defined over GF(q^2), the proposed algorithm achieves a run time
complexity of O(q^2) and is suitable for VLS...",2016-11-17,2
0704.0591,"Quantum criticality and disorder in the antiferromagnetic critical point
  of NiS$_{2}$ pyrite","N. Takeshita, S. Takashima, C. Terakura, H. Nishikubo, S. Miyasaka, M.
  Nohara, Y. Tokura, and H. Takagi",cond-mat.str-el,"  A quantum critical point (QCP) between the antiferromagnetic and the
paramagnetic phases was realized by applying a hydrostatic pressure of ~ 7 GPa
on single crystals of NiS_{2} pyrite with a low re...",2007-05-23,1
0704.0592,Spin coherence of holes in GaAs/AlGaAs quantum wells,"M. Syperek, D. R. Yakovlev, A. Greilich, J. Misiewicz, M. Bayer, D.
  Reuter, and A. D. Wieck",cond-mat.other,"  The carrier spin coherence in a p-doped GaAs/(Al,Ga)As quantum well with a
diluted hole gas has been studied by picosecond pump-probe Kerr rotation with
an in-plane magnetic field. For resonant opti...",2009-11-13,1
0704.0593,"Local-field effects in radiatively broadened magneto-dielectric media:
  negative refraction and absorption reduction","J\""urgen K\""astel, Michael Fleischhauer, Gediminas Juzeli\=unas",cond-mat.other physics.optics quant-ph,"  We give a microscopic derivation of the Clausius-Mossotti relations for a
homogeneous and isotropic magneto-dielectric medium consisting of radiatively
broadened atomic oscillators. To this end the ...",2007-09-27,2
0704.0594,Search for a fourth generation b'-quark at LEP-II at sqrt{s}=196-209 GeV,"The DELPHI Collaboration, J. Abdallah, et al",hep-ex,"  A search for the pair production of fourth generation b'-quarks was performed
using data taken by the DELPHI detector at LEP-II. The analysed data were
collected at centre-of-mass energies ranging f...",2008-11-26,1
0704.0595,"About curvature, conformal metrics and warped products","Fernando Dobarro, Bulent Unal",math.DG gr-qc hep-th math-ph math.AP math.MP,"  We consider the curvature of a family of warped products of two
pseduo-Riemannian manifolds $(B,g_B)$ and $(F,g_F)$ furnished with metrics of
the form $c^{2}g_B \oplus w^2 g_F$ and, in particular, o...",2008-11-26,1
0704.0596,The local structure of conformally symmetric manifolds,"Andrzej Derdzinski (Ohio State University), Witold Roter (Wroclaw
  University of Technology)",math.DG,"  This is a final step in a local classification of pseudo-Riemannian manifolds
with parallel Weyl tensor that are not conformally flat or locally symmetric.
...",2009-03-06,1
0704.0597,"Investigation of Colour Reconnection in WW Events with the DELPHI
  detector at LEP-2","The DELPHI Collaboration, J. Abdallah, et al",hep-ex,"  In the reaction e+e- -> WW -> (q_1 qbar_2)(q_3 qbar_4) the usual
hadronization models treat the colour singlets q_1 qbar_2 and q_3 qbar_4 coming
from two W bosons independently. However, since the f...",2008-11-26,1
0704.0598,"Evolutionary Neural Gas (ENG): A Model of Self Organizing Network from
  Input Categorization","Ignazio Licata, Luigi Lella",physics.gen-ph q-bio.PE,"  Despite their claimed biological plausibility, most self organizing networks
have strict topological constraints and consequently they cannot take into
account a wide range of external stimuli. Furt...",2010-04-26,1
0704.0599,X-ray Dichroism and the Pseudogap Phase of Cuprates,S. Di Matteo and M. R. Norman,cond-mat.supr-con cond-mat.str-el,"  A recent polarized x-ray absorption experiment on the high temperature
cuprate superconductor Bi2Sr2CaCu2O8 indicates the presence of broken parity
symmetry below the temperature, T*, where a pseudo...",2009-11-13,2
0704.0600,Solvability of linear equations within weak mixing sets,Alexander Fish,math.CO math.DS,"  We introduce a new class of ""random"" subsets of natural numbers, WM sets.
This class contains normal sets (sets whose characteristic function is a normal
binary sequence). We establish necessary and...",2009-11-10,2
0704.0601,"D-\bar D mixing and rare D decays in the Littlest Higgs model with
  non-unitarity matrix","Chuan-Hung Chen, Chao-Qiang Geng, Tzu-Chiang Yuan",hep-ph hep-ex,"  We study the $D-\bar D$ mixing and rare D decays in the Littlest Higgs model.
As the new weak singlet quark with the electric charge of 2/3 is introduced to
cancel the quadratic divergence induced b...",2008-11-26,4
0704.0602,Alternative Large Nc Schemes and Chiral Dynamics,"Francesco Sannino (CERN and University of Southern Denmark), Joseph
  Schechter (Syracuse University)",hep-ph hep-lat hep-th nucl-th,"  We compare the dependences on the number of colors of the leading pion pion
scattering amplitudes using the single index quark field and two index quark
fields. These are seen to have different rela...",2009-09-29,1
0704.0603,"The height dependence of temperature - velocity correlation in the solar
  photosphere","J. Koza, A. Kucera, J. Ryb\'ak, H. W\""ohl",astro-ph,"  We derive correlation coefficients between temperature and line-of-sight
velocity as a function of optical depth throughout the solar photosphere for
the non-magnetic photosphere and a small area of...",2017-12-27,1
0704.0604,"Magnetism in the high-Tc analogue Cs2AgF4 studied with muon-spin
  relaxation","T. Lancaster, S.J. Blundell, P.J. Baker, W. Hayes, S.R. Giblin, S.E.
  McLain, F.L. Pratt, Z. Salman, E.A. Jacobs, J.F.C. Turner and T. Barnes",cond-mat.str-el,"  We present the results of a muon-spin relaxation study of the high-Tc
analogue material Cs2AgF4. We find unambiguous evidence for magnetic order,
intrinsic to the material, below T_C=13.95(3) K. The...",2007-11-14,1
0704.0605,"Reconciling the X(3872) with the near-threshold enhancement in the
  D^0\bar{D}^{*0} final state","C.Hanhart (FZ-Juelich), Yu.S.Kalashnikova, A.E.Kudryavtsev,
  A.V.Nefediev (ITEP, Moscow)",hep-ph hep-ex,"  We investigate the enhancement in the D^0\bar{D}^0\pi^0 final state with the
mass M=3875.2\pm 0.7^{+0.3}_{-1.6}\pm 0.8 MeV found recently by the Belle
Collaboration in the B\to K D^0\bar{D}^0\pi^0 d...",2008-11-26,2
0704.0606,"Three-dimensional effects in ""atom diodes"": atom-optical devices for
  one-way motion",A. Ruschhaupt and J. G. Muga,quant-ph,"  The ``atom diode'' is a laser device that lets the ground state atom pass in
one direction but not in the opposite direction. We examine three-dimensional
effects of that device for arbitrary atomic...",2009-11-13,1
0704.0607,"Plasmon Amplification through Stimulated Emission at Terahertz
  Frequencies in Graphene","Farhan Rana, Faisal R. Ahmad",cond-mat.mes-hall cond-mat.mtrl-sci,"  We show that plasmons in two-dimensional graphene can have net gain at
terahertz frequencies. The coupling of the plasmons to interband electron-hole
transitions in population inverted graphene laye...",2007-06-13,2
0704.0608,On the homology of two-dimensional elimination,"J. Hong, A. Simis, W. V. Vasconcelos",math.AC math.AG,"  We study birational maps with empty base locus defined by almost complete
intersection ideals. Birationality is shown to be expressed by the equality of
two Chern numbers. We provide a relatively ef...",2007-05-23,1
0704.0609,"The effectiveness of quantum operations for eavesdropping on sealed
  messages","Paul A Lopata, Thomas B Bahder",quant-ph,"  A quantum protocol is described which enables a user to send sealed messages
and that allows for the detection of active eavesdroppers. We examine a class
of eavesdropping strategies, those that mak...",2009-11-13,1
0704.0610,Shocks in nonlocal media,"Neda Ghofraniha, Claudio Conti, Giancarlo Ruocco, Stefano Trillo",physics.optics cond-mat.soft nlin.PS physics.flu-dyn,"  We investigate the formation of collisionless shocks along the spatial
profile of a gaussian laser beam propagating in nonlocal nonlinear media. For
defocusing nonlinearity the shock survives the sm...",2007-09-13,1
0704.0611,Modeling the field of laser welding melt pool by RBFNN,"A. Borstnik Bracic, E. Govekar and I. Grabec",physics.comp-ph physics.data-an,"  Efficient control of a laser welding process requires the reliable prediction
of process behavior. A statistical method of field modeling, based on
normalized RBFNN, can be successfully used to pred...",2007-05-23,1
0704.0612,"Solving The High Energy Evolution Equation Including Running Coupling
  Corrections",Javier L. Albacete and Yuri V. Kovchegov,hep-ph nucl-th,"  We study the solution of the nonlinear BK evolution equation with the
recently calculated running coupling corrections [hep-ph/0609105,
hep-ph/0609090]. Performing a numerical solution we confirm th...",2008-11-26,2
0704.0613,Anomalous c-axis transport in layered metals,D. B. Gutman and D. L. Maslov,cond-mat.str-el cond-mat.dis-nn,"  Transport in metals with strongly anisotropic single-particle spectrum is
studied. Coherent band transport in all directions, described by the standard
Boltzmann equation, is shown to withstand both...",2009-03-22,1
0704.0614,Proper holomorphic mappings of the spectral unit ball,Wlodzimierz Zwonek,math.CV math.SP,"  We prove an Alexander type theorem for the spectral unit ball $\Omega_n$
showing that there are no non-trivial proper holomorphic mappings in
$\Omega_n$, $n\geq 2$.
...",2007-06-14,2
0704.0615,Parsimony via concensus,"Trevor Bruen, David Bryant",q-bio.PE,"  The parsimony score of a character on a tree equals the number of state
changes required to fit that character onto the tree. We show that for
unordered, reversible characters this score equals the ...",2013-10-02,5
0704.0616,"Millimeter imaging of HD 163296: probing the disk structure and
  kinematics","A. Isella (INAF-Osservatorio Astrofisico di Arcetri), L. Testi
  (INAF-OAA), A. Natta (INAF-OAA), R. Neri (IRAM), D. Wilner (CFA), C. Qi (CFA)",astro-ph,"  We present new multi-wavelength millimeter interferometric observations of
the Herbig Ae star HD 163296 obtained with the IRAM/PBI, SMA and VLA arrays
both in continuum and in the 12CO, 13CO and C18...",2009-11-13,1
0704.0617,"Spectropolarimetric observations of the Ca II 8498 A and 8542 A lines in
  the quiet Sun","A. Pietarila, H. Socas-Navarro and T. Bogdan",astro-ph,"  The Ca II infrared triplet is one of the few magnetically sensitive
chromospheric lines available for ground-based observations. We present
spectropolarimetric observations of the 8498 A and 8542 A ...",2009-11-13,1
0704.0618,"Number of moduli of irreducible families of plane curves with nodes and
  cusps",Concettina Galati,math.AG,"  Consider the family S of irreducible plane curves of degree n with d nodes
and k cusps as singularities. Let W be an irreducible component of S. We
consider the natural rational map from W to the mo...",2007-05-23,1
0704.0619,"Search for Heavy Neutral MSSM Higgs Bosons with CMS: Reach and
  Higgs-Mass Precision","S. Gennai, S. Heinemeyer, A. Kalinowski, R. Kinnunen, S. Lethi, A.
  Nikitenko, G. Weiglein",hep-ph,"  The search for MSSM Higgs bosons will be an important goal at the LHC. We
analyze the search reach of the CMS experiment for the heavy neutral MSSM Higgs
bosons with an integrated luminosity of 30 o...",2008-11-26,1
0704.0620,White dwarf masses derived from planetary nebulae modelling,K. Gesicki and A.A. Zijlstra,astro-ph,"  We compare the mass distribution of central stars of planetary nebulae (CSPN)
with those of their progeny, white dwarfs (WD). We use a dynamical method to
measure masses with an uncertainty of 0.02 ...",2009-11-13,1
0704.0621,Uniqueness theorems for Cauchy integrals,"Mark Melnikov, Alexei Poltoratski and Alexander Volberg",math.CV math.AC,"  If $\mu$ is a finite complex measure in the complex plane $\C$ we denote by
$C^\mu$ its Cauchy integral defined in the sense of principal value. The
measure $\mu$ is called reflectionless if it is c...",2007-05-23,1
